요약,이슈 키,이슈 ID,이슈 유형,상태,프로젝트 키,프로젝트 이름,프로젝트 유형,프로젝트 리더,프로젝트 리더 ID,프로젝트 설명,우선 순위,해결,담당자,담당자 ID,보고자,보고자 ID,작성자,작성자 ID,만듦,업데이트,최근에 봄,해결됨,컴포넌트,컴포넌트,기한,투표,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,설명,환경,지켜보는 사람,지켜보는 사람,지켜보는 사람,지켜보는 사람,관찰자 ID,관찰자 ID,관찰자 ID,관찰자 ID,로그 작업,로그 작업,최초 추정치,남은 추정치,사용한 시간,작업율,초기 추정의 합,Σ 남은 추정치,할애한 시간의 합,보안 등급,내부 이슈 링크(Blocks),내부 이슈 링크(Blocks),나가는 방향 이슈 연결 (Blocks),나가는 방향 이슈 연결 (Blocks),내부 이슈 링크(Problem/Incident),나가는 방향 이슈 연결 (Problem/Incident),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),나가는 방향 이슈 연결 (Relates),첨부 파일,첨부 파일,첨부 파일,첨부 파일,사용자정의 필드 (Issue color),사용자정의 필드 (Rank),스프린트,스프린트,스프린트,사용자정의 필드 (Start date),사용자정의 필드 (Story point estimate),Team Id,Team Name,사용자정의 필드 (Vulnerability),사용자정의 필드 (Vulnerability),사용자정의 필드 (development),댓글,댓글,댓글,댓글,댓글,댓글,댓글,댓글,상위 항목,상위 키,Parent summary,상태 범주,상태 범주 변경됨
[cs] 박재훈(munhak3080)님 명세서 작성 오류 확인,PS-252,10752,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,10/2월/26 1:55 오후,10/2월/26 6:30 오후,12/2월/26 5:33 오후,10/2월/26 6:30 오후,,,,0,,,,,,,,,,,,"[https://wand-vq03323.slack.com/archives/C088RRV0KA8/p1770698816269209|https://wand-vq03323.slack.com/archives/C088RRV0KA8/p1770698816269209]



h2. 청구항 생성 오류 원인

{noformat}""text"": ""발명의명칭: 이중 바닥재 패널
발명의효과: 하중을 충분히 견디고 화재의 위험이 적다.
""{noformat}

이 부분에 해당 key에 매칭되는 값이 없습니다

Dj-back 에서 정규 표현식을 통해 서치하는데

{{text = f""발명의 구성 : {invention['CoreComponents']}\n발명의 해결수단 : {invention['Solution']}\n발명의 효과 : {invention['Effects']}""}}

해결수단 구성이 누락되어있네요.



[https://wand-vq03323.slack.com/archives/C08G5HX37FZ/p1770700401920209?thread_ts=1770697945.824469&cid=C08G5HX37FZ|https://wand-vq03323.slack.com/archives/C08G5HX37FZ/p1770700401920209?thread_ts=1770697945.824469&cid=C08G5HX37FZ|smart-card]



h2. 해결 방안

claim write 발명 dict 입력 시 KeyError 임시 방지 및 프롬프트 개선

[https://github.com/wand-patsol/PatSol_Dj_Back/pull/8|https://github.com/wand-patsol/PatSol_Dj_Back/pull/8|smart-link] 


h2. 추가 보완 사항

Dj-Back 서버 로깅 개선
[https://github.com/wand-patsol/PatSol_Dj_Back/pull/10|https://github.com/wand-patsol/PatSol_Dj_Back/pull/10|smart-link] 



h2. 에러 해결 확인 26.02.10 18:29 완료

* 파일업로드 후 청구항 생성단계까지 진행 → 청구항 생성 정상 동작 확인 완료
* !image-20260210-093017.png|width=611,alt=""image-20260210-093017.png""!",,이윤주,,,,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,,,,,,,,,,,,,,,,,,,,,,,,,,10/2월/26 6:30 오후;ug:02dd4c44-72aa-4caa-895c-50cc6f5d7418;image-20260210-093017.png;https://patsol.atlassian.net/rest/api/3/attachment/content/10280,,,,,0|i001dj:,PS 2월,,,,,,,,,{},,,,,,,,,,,,완료,10/2월/26 6:30 오후
[error] 검색횟수 표시 오류 확인,PS-251,10751,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,10/2월/26 1:46 오후,13/2월/26 4:01 오후,,13/2월/26 4:01 오후,,,,0,,,,,,,,,,,,"[https://wand-vq03323.slack.com/archives/C08G5HX37FZ/p1770697945824469|https://wand-vq03323.slack.com/archives/C08G5HX37FZ/p1770697945824469|smart-card]



[https://patsol.atlassian.net/browse/PS-259?atlOrigin=eyJpIjoiNTdlOWMwMDJkOTUxNGI3NGEyODk2YzNlOTNlYWQ0ODgiLCJwIjoiaiJ9|https://patsol.atlassian.net/browse/PS-259?atlOrigin=eyJpIjoiNTdlOWMwMDJkOTUxNGI3NGEyODk2YzNlOTNlYWQ0ODgiLCJwIjoiaiJ9|smart-link] 
위 이슈로 인해 발생했던 오류로, 유저 정보에 write 추가하여 해결",,이윤주,,,,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,,,,,,,,,,,,,,,,,,PS-259,,,,,,,,,,,,,0|i001db:,PS 2월,,,,,,,,,{},,,,,,,,,,,,완료,13/2월/26 4:01 오후
[error] 데이터 오류신고 확인 (US15800772),PS-250,10750,작업,해야 할 일,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,10/2월/26 1:41 오후,03/3월/26 2:01 오후,19/2월/26 10:00 오전,,,,,0,,,,,,,,,,,,,,이윤주,,,,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001d3:,PS 2월,PS 3월,,,,,,,,{},,,,,,,,,,,,해야 할 일,10/2월/26 1:41 오후
[patsol-refactor] apiuser 문제점 파악 > 리팩토링,PS-245,10745,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,10/2월/26 9:24 오전,23/2월/26 10:01 오전,12/2월/26 5:29 오후,23/2월/26 10:01 오전,,,13/2월/26 12:00 오전,0,,,,,,,,,,,,"{noformat}(Project Root)
├── 🔐 authentication/     # [Existing] 인증의 핵심 (로그인/로그아웃/토큰)
│   └── apis/views.py      # AuthViewSet
│
├── 👤 users/              # [New Core] 사용자의 '상태' 및 프로필 관리 (구 apiuser 대체)
│   ├── models.py          # APIUser, Company (DB 마이그레이션 최소화)
│   └── apis/views.py      # UserViewSet (내 정보, 수정, 비번 변경)
│
├── 🚀 onboarding/         # [New] 서비스 진입 절차 (가입, 찾기)
│   ├── apis/views.py      # RegistrationViewSet, RecoveryViewSet
│   └── services.py        # 가입 로직, 중복 체크
│
├── ✅ verification/       # [New] 신원 및 자격 증명 (Tool 성격)
│   ├── apis/views.py      # VerificationViewSet (SMS, 파일 업로드)
│   └── services.py        # 외부 SMS API, S3 연동
│
└── 📝 surveys/            # [New] 설문 도메인 분리
    ├── models.py          # Survey 모델 이동
    └── apis/views.py      # SurveyViewSet{noformat}



*apiuser 분리 방향성*

h3. 👤 1. Users (Core Context)
{quote}*핵심 역할:* 이미 가입된 사용자의 ""*현재 상태(State)*""와 ""*프로필*""을 관리{quote}
* *Target Users:* Authenticated Users (로그인한 사용자)
* *Base URL:* {{/v1/users/}}
* *Key Features:*
** {{me}}: 내 정보 조회 (Current User Context)
** {{update}}: 프로필 정보 수정
** {{change_password}}: 비밀번호 변경 (로그인 상태에서 수행)
** {{tutorial}}: 튜토리얼 완료 여부 마킹
** {{channel}}: 채널 ID 관리
h3. 🚀 2. Onboarding (Entry Process)
{quote}*핵심 역할:* 비회원이 서비스에 ""*진입*""하기 위한 모든 절차를 담당{quote}
* *Target Users:* Anonymous Users (로그인 전 사용자)
* *Base URL:* {{/v1/onboarding/}}
* *Key Features:*
** {{register}}: 회원가입 처리
** {{check_username}}: 아이디 중복 확인
** {{find_username}}: 아이디 찾기
** {{reset_password}}: 비밀번호 재설정 (로그인 불가능할 때)
h3. ✅ 3. Verification
{quote}*핵심 역할:* 사용자가 주장하는 정보가 ""*사실인지 검증*""하는 도구(Utility) 모음{quote}
* *Target Users:* All Users (가입 중/가입 후 모두 사용)
* *Base URL:* {{/v1/verification/}}
* *Key Features:*
** {{sms/send}}: 인증번호 발송 요청
** {{sms/verify}}: 인증번호 일치 여부 확인
** {{proof/upload}}: 자격증/증빙서류 파일 업로드 및 검증
h3. 📝 4. Surveys
{quote}*핵심 역할:* 사용자 관리와 성격이 다른 *""데이터 수집""* 도메인{quote}
* *Base URL:* {{/v1/surveys/}}
* *Key Features:*
** 설문 리스트 조회, 작성, 수정, 삭제

*apiuser > auth.py 는 완료 !*

[https://github.com/wand-patsol/PatSol-Back/pull/49|https://github.com/wand-patsol/PatSol-Back/pull/49|smart-link] 

*apiuser > registration 파악 !*

*[개요]* 기존 {{registration.py}}의 비즈니스 로직을 분석하여 신규 앱 {{onboarding}}(진입)과 {{verification}}(인증)으로 분리하기 위한 분석 작업입니다.
*[공통 개선 사항]*
* *Response 표준화:* 모든 응답은 객체(JSON) 형태로 통일 ({{@extend_schema}} 활용)
* *Validation:* {{request.data.get}} 제거 및 *Serializer* 도입
* *Logic:* View에 있는 비즈니스 로직을 *Service/Manager* 계층으로 위임
*[상세 엔드포인트 분석]*
* {{find_username}} */* {{reset_password}}
** *문제:* User 존재 여부를 먼저 체크하여 보안 취약점(User Enumeration) 발생, Race Condition 취약.
** *해결:*
**# *인증 번호 검증 우선* (User 확인보다 먼저 수행)
**# {{transaction.atomic}} 및 {{select_for_update}}로 동시성(따닥) 방어
**# 인증 완료 후 User 조회 로직 수행
* {{send_sms}} */* {{verify_sms}}
** *문제:* 불필요한 Loop(반복문), 외부 API(Naver) 하드코딩, 중복 데이터 생성.
** *해결:*
**# {{update_or_create}} 사용하여 번호당 1개의 인증 객체 유지
**# SMS 발송 로직 {{Utils}}로 격리 및 테스트 번호 Whitelist 관리
**# DB 트랜잭션과 외부 API 호출 분리 (Latency 방지)
* {{register}} *(회원가입)*
** *문제:* God Function(너무 많은 역할), 트랜잭션 부재, 하드코딩된 한국어/해외 로직.
** *해결:*
**# {{Serializer}}로 유효성 검증(정규식 등) 이관
**# 전체 프로세스(User생성→구독→알림)를 *Atomic Transaction*으로 묶음
**# 해외 번호 하드코딩 로직 삭제 (정석적인 인증 흐름 도입)
* {{proof_upload}}
** *해결:* S3 업로드 및 SMS 발송 로직 {{Utils}} 재사용 및 분리

*apiuser > user 파악 !*

*[개요]* 사용자 프로필 조회 및 수정 로직을 분석하여 신규 앱 {{users}}(Core Context)로 이관하기 위한 분석 작업입니다.
*[주요 문제점 및 해결 방안]*
* {{current_user}} *(내 정보 조회)*
** *AS-IS:* Dict를 직접 생성하여 반환 ({{data = {'id': ...}}})
** *TO-BE:* *UserSerializer*를 통해 데이터 포맷팅 통일 및 유지보수성 확보
* {{update_user}} *(정보 수정)*
** *AS-IS:* {{if}}문 나열 및 {{setattr}}을 통한 암묵적 필드 수정, View 내 유효성 검사 혼재
** *TO-BE:* *UpdateSerializer* 도입으로 입력값 검증 명확화, Service 레이어에서 수정 로직 처리
* {{change_password}}
** *AS-IS:* 비밀번호 검증 및 해싱 로직이 View에 존재
** *TO-BE:* {{AuthService}}로 로직 이관, Serializer에서 패스워드 정책(길이, 복잡도) 검증

*apiuser > survey 파악 !*

*[개요]* User 도메인과 성격이 다른 설문(Survey) 로직을 분리하여 신규 앱 {{surveys}}로 독립시키기 위한 분석 작업입니다.
*[작업 방향성]*
* *도메인 분리:* {{apiuser}} 내에 혼재된 설문 관련 모델({{Survey}})과 View를 별도 앱으로 이동
* *의존성 최소화:* User 앱과는 FK(Foreign Key) 관계로만 느슨하게 연결
* *구조 개선:* 설문 리스트 조회, 작성, 수정 API를 {{SurveyViewSet}}으로 통합 관리


더 자세한 내용은 : [https://alabaster-rubidium-862.notion.site/Patsol-Back-2eeb65969b1d803b9ef7d97c9af2df11?source=copy_link|https://alabaster-rubidium-862.notion.site/Patsol-Back-2eeb65969b1d803b9ef7d97c9af2df11?source=copy_link]",,민건호,,,,712020:3f8025d6-1c58-4428-b058-9a691161c34b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000s3:,PS 2월,,,10/2월/26 12:00 오전,,3b296b04-50c7-43cb-9f29-fcb61779e61b,wand,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-02-23T09:51:21.000+0900"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,완료,23/2월/26 10:01 오전
[행정] [스프링캠프] 2025년 4분기 분기별 현황 자료 요청,PS-244,10744,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,10/2월/26 9:23 오전,12/2월/26 7:41 오후,,12/2월/26 7:41 오후,,,12/2월/26 12:00 오전,0,,,,,,,,,,,,"[*요청 기한] 2026년 2월 13일 (금) 18시까지*

*[요청 정보 및 서류]*

(1) 주주명부*(2025년 12월 31일 기준)*

(2) 법인등기부등본*(2025년 12월 31일 이후 기준)*

(3) 재무제표*(2025년 12월 31일 기준, 가결산 가능)*

(4) 최신 IR 자료*(확보하고 계신 최신본)*

(5) 그 외 매출액, 스톡옵션 등 정보

(6) 기타 공유 및 요청사항: 해당 부분에 사업현황 상세히 적어주시면 감사하겠습니다. 예를 들면 런웨이 6개월 남음, 실질적 사업중단 등. ",,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0011e:z,PS 2월,,,,,,,,,{},,,,,,,,,,,,완료,12/2월/26 7:41 오후
[지원사업] D camp-Batch7기,PS-243,10743,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,10/2월/26 9:23 오전,03/3월/26 7:43 오후,,03/3월/26 7:43 오후,,,,0,,,,,,,,,,,,,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001bz:,PS 2월,PS 3월,,,,,,,,{},,,,,,,,,,,,완료,03/3월/26 7:43 오후
[workbase] 목표관리 이슈 AI 사전평가 자동화,PS-242,10742,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,09/2월/26 6:58 오후,20/2월/26 3:40 오후,12/2월/26 5:24 오후,20/2월/26 3:40 오후,,,,0,,,,,,,,,,,,,,김순복,,,,712020:f76e9261-e441-4ebd-a685-6827d188fa92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0018g:,PS 2월,,,,,,,,,{},,,,,,,,,,,,완료,20/2월/26 3:40 오후
[자금] 신용보증기금 연장,PS-240,10740,작업,해야 할 일,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,09/2월/26 4:17 오후,03/3월/26 2:01 오후,12/2월/26 5:24 오후,,,,25/3월/26 12:00 오전,0,,,,,,,,,,,,"2월 중순-말 부터 연장처리 서류 준비 시작



황예지 차장님",,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001bb:,PS 2월,PS 3월,,,,,,,,{},,,,,,,,,,,,해야 할 일,09/2월/26 4:17 오후
[표준 정의] 산출물 문서화 표준,PS-239,10739,작업,진행 중,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Highest,,김미주,712020:3e0f9ed7-189c-4a70-b0ae-4cc029c57356,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,09/2월/26 4:04 오후,03/3월/26 2:01 오후,12/2월/26 5:24 오후,,,,,0,,,,,,,,,,,,"h1. Research 산출물 문서화 표준 정의

* 노션 문서화시 제3자가 보면서 쉽게 이해가도록 작성된 문서가 필요합니다.

----

h2. Context

KIPRIS 데이터 분석, 명세서 구조 분석, Embodiment 분리, Drawing 구조 추출 등 *Research 성격의 작업이 증가*하고 있습니다.

그러나 조사 결과가 단순 메모 형태로 남을 경우:

* 설계 의사결정에 재사용 어려움
* 근거 추적 불가능
* 팀 간 지식 공유 어려움
* 동일 조사 반복 발생

문서가 *“왜 → 무엇 → 근거 → 그래서”* 구조로 남아야
AI / 검색 / DB 설계의 판단 근거로 활용 가능합니다.

----

h2. Goal

Research 성격의 모든 Task 산출물이 *일관된 구조로 Notion에 기록되도록 문서화 표준을 정의*한다.

----

h2. Scope

본 표준은 다음 작업에 적용됨:

* KIPRIS 데이터 분석
* 명세서 구조 분석
* Embodiment 분리 연구
* Drawing 구조 추출 연구
* 데이터 스키마 탐색
* 기타 Research / Exploration 성격 작업

----

h2. Documentation Standard

각 Research 산출물은 반드시 아래 구조를 따른다.

h3. 1. Purpose

이 Task가 어떤 목적을 위해 수행되었는가

h3. 2. Conclusion

무엇이 밝혀졌는가 (핵심 결과)

h3. 3. Evidence

그 결론의 근거는 무엇인가 (데이터 / 패턴 / 샘플)

h3. 4. Implication

그래서 무엇이 가능해지는가 (AI / 검색 / DB 영향)

----

h2. Deliverables

* Notion 문서 템플릿 정의
* Research 문서 작성 가이드 정리
* 향후 Research Task에 표준 적용",,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001b3:,PS 2월,PS 3월,,,,,,,,{},,,,,,,,,,,,진행 중,24/2월/26 1:54 오후
[분석] KIPRIS Plus 특허 데이터 구조 분석,PS-238,10738,작업,진행 중,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Highest,,김미주,712020:3e0f9ed7-189c-4a70-b0ae-4cc029c57356,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,09/2월/26 4:00 오후,10/3월/26 10:06 오전,12/2월/26 5:22 오후,,,,13/3월/26 12:00 오전,0,,,,,,,,,,,,"[https://plus.kipris.or.kr/portal/main.do|https://plus.kipris.or.kr/portal/main.do|smart-link] 

키프리스 플러스

id : gift240202 / PW : patsol1015!



h2. KIPRIS Plus 특허 데이터 구조 분석

h3. 목적

국내 특허 원천 데이터 구조를 이해하여 *검색 / AI / DB 설계의 기반 데이터 구조를 확보*한다.
특히 *패밀리 특허 구조*와 *공보/법적 상태 변화 흐름*까지 파악하여 향후 특허 분석 및 라이프사이클 추적이 가능하도록 한다.

----

h1. Tasks

h2. Task 1 — KIPRIS Plus 데이터 필드 조사

h3. 목표

KIPRIS Plus에서 제공되는 *국내 특허 메타데이터 항목 전체 구조 파악*

* 먼저 특허 데이터에는 어떤 키들이 있는지 확인해 보시면 됩니다.

h3. 조사 항목

* 출원번호 / 공개번호 / 등록번호
* 출원일 / 공개일 / 등록일
* IPC / CPC / 기술분류
* 출원인 / 발명자 / 대리인
* 발명의 명칭
* 요약(Abstract)
* 대표도면
* 청구항 (Claims)
* 명세서 (Description)

----

h2. Task 2 — 패밀리 특허 구조 분석

h3. 목표

동일 발명의 *국내/해외 패밀리 특허 연결 구조 이해*

* 이런 데이터들을 트래킹하고, 알려면 어떤 데이터들이 있고, 어떤 주기로 업데이트 되는지 정리해보시면 됩니다.

h3. 조사 항목

* 우선권 정보 (Priority)
* 패밀리 특허 구성 방식
* 출원국별 연결 구조
* 단순패밀리 / 확장패밀리 구분
* 패밀리 ID 존재 여부
* 패밀리 단위 식별 가능성
* 패밀리 기준 대표 특허 정의 가능성

h3. Deliverable

* Family Patent Structure 문서
* Family Key 설계안

----

h2. Task 3 — 특허 공보 / 법적 상태 변화 분석

h3. 목표

특허의 *라이프사이클(출원 → 공개 → 등록 → 소멸 등)* 추적 구조 이해

* 이런 데이터들을 트래킹하고, 알려면 어떤 데이터들이 있고, 어떤 주기로 업데이트 되는지 정리해보시면 됩니다.

h3. 조사 항목

* 출원 → 공개 → 등록 흐름
* 거절 / 포기 / 취하
* 존속기간 만료
* 무효 / 정정
* 권리 이전 / 변경
* 심사 상태 변화
* 공보 상태 코드 (있다면)
* Legal Status 데이터 존재 여부

h3. Deliverable

* Patent Lifecycle State Model
* Legal Status Schema 초안

----

h2. Task 4 — 특허 명세서 구조 분석

h3. 목표

명세서 내부 구조를 AI/검색용으로 구조화

* 명세서가 xml로 되어있습니다. 이것을 json으로 어떻게 변화시키는지 확인하는 용도로 보시면됩니다.
* 특허는 연도마다 wipo standard가 달라서, xml의 태그명들이 바뀌고, 확장자도 여러번 바뀌었습니다. 이를 염두하면서 raw데이터를 분석하시면 되요.

h3. 분석 대상

* Technical Field
* Background Art
* Problem
* Solution
* Effect
* Embodiment
* Brief Description of Drawings
* Detailed Description

----

h2. Task 5 — 명세서 파싱 전략 설계

h3. 목표

AI/검색을 위한 텍스트 구조화 기준 정의

* 이건 처음부터 하시기에 어려울 거라, 어떻게 해야할지 고민을 시작하는 단계로 보시면 됩니다.

h3. 포함

* Claim 단위 분리
* Section 단위 분리
* Paragraph 구조화
* Noise 제거
** 번호
** 도면부호
** 참조표기
** 불필요 문구

----

h2. Task 6 — 특허 데이터 스키마 초안 설계 

h3. 목표 

향후 검색 / AI / RAG / 분석에 활용 가능한 데이터 구조 설계

* 이건 처음부터 하시기에 어려울 거라, 어떻게 해야할지 고민을 시작하는 단계로 보시면 됩니다.
* 실질적인 검색 성능을 높이는 것은 민수님이 진행하고 계셨으니까, 어떻게 했을때 검색 성능이 좋아졌는지 얘기를 들으면서, 스키마 구상을 하시면 됩니다.

h3. 포함 구조

h4. Patent Meta

* 기본 메타데이터

h4. Claims Table

* claim_no
* parent_claim
* claim_text

h4. Description Section

* section_type
* paragraph
* text

h4. Family Structure

* family_id
* priority_link
* country
* relation_type

h4. Legal Status

* status
* event_date
* event_type

h4. Embedding 대상 정의

* Title / Claim / Problem / Effect / Embodiment

h4. Chunking 기준

* Claim 단위
* Embodiment 단위
* Section 단위",,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001av:,PS 2월,PS 3월,,,,,,,,{},,,,,,,,,,,,진행 중,24/2월/26 1:54 오후
